,Unnamed: 0,Unnamed: 0.1,SAR EU,4G bands,Loudspeaker,Models,3G bands,2G bands,5G bands,Features,Announced,Size,OS,Single,Resolution,3.5mm jack,SAR,GPS,USB,CPU,Colors,Build,Radio,Technology,name,Card slot,Bluetooth,NFC,Status,Dimensions,Chipset,Triple,Speed,Type,Weight,Sensors,Video,WLAN,GPU,Internal,SIM,Price,Charging,Unnamed: 1,Quad,Protection,Dual,Display,Performance,Camera,Battery life,Audio quality,EDGE,GPRS,Music play,Stand-by,Talk time,Infrared port,Penta,Five
84,1,1,0.55 W/kg (head)     1.27 W/kg (body),"1, 2, 4, 5, 7, 8, 12, 13, 17, 25, 26, 38, 41, 66",Yes,XT176x,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,LED flash,"2017, June","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)",Android 7.1 (Nougat),"5 MP, f/2.2, 1/4"", 1.4µm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,0.89 W/kg (head)     1.40 W/kg (body),"Yes, with A-GPS, GLONASS",microUSB 2.0,Quad-core 1.4 GHz Cortex-A53,"Licorice Black, Fine Gold",,FM radio,GSM / CDMA / HSPA / LTE,Motorola Moto E4 (USA),microSDXC (dedicated slot),"4.1, A2DP, LE, aptX",No,"Available. Released 2017, June",144.5 x 72 x 9.3 mm (5.69 x 2.83 x 0.37 in),Qualcomm MSM8917 Snapdragon 425 (28 nm) (28 nm) or Qualcomm MSM8920 Snapdragon 427 (28 nm),,"HSPA 42.2/5.76 Mbps, LTE","Li-Ion 2800 mAh, removable",150 g (5.29 oz),"Fingerprint (front-mounted, region dependent), accelerometer, proximity, compass",,"Wi-Fi 802.11 a/b/g/n, hotspot",Adreno 308,16GB 2GB RAM,Nano-SIM,About 130 USD,Charging 10W,eMMC 5.1,,"Corning Gorilla Glass 3, oleophobic coating",,,,,,,,,,,,,,
85,0,0,0.67 W/kg (head)     1.68 W/kg (body),"1, 3, 5, 7, 8, 19, 20, 28, 38, 40, 41",Voice 66dB / Noise 70dB / Ring 85dB,"XT1710-09, XT1710-10, XT1710-07, XT1710-07, XT1710-01, XT1710-02",HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,Dual-LED dual-tone flash,"2017, June","5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)","Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)","5 MP, f/2.2, 1/4"", 1.4µm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Yes,1.30 W/kg (head)     1.20 W/kg (body),"Yes, with A-GPS, GLONASS","USB Type-C 3.1, magnetic connector, USB On-The-Go",Octa-core 2.2 GHz Cortex-A53,"Lunar Gray, Fine Gold, Nimbus Blue","Glass front (Gorilla Glass 3), aluminum back, aluminum frame",FM radio,GSM / HSPA / LTE,Motorola Moto Z2 Play,microSDXC (dedicated slot),"4.2, A2DP, EDR, LE, aptX",Yes,"Available. Released 2017, June",156.2 x 76.2 x 6 mm (6.15 x 3.00 x 0.24 in),Qualcomm MSM8953-Pro Snapdragon 626 (14 nm),,"HSPA 42.2/5.76 Mbps, LTE","Li-Ion 3000 mAh, non-removable",145 g (5.11 oz),"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot",Adreno 506,"32GB 3GB RAM, 64GB 4GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 230 EUR,"Fast charging 15W, 50% in 30 min (advertised)",,,Corning Gorilla Glass 3,,"Contrast ratio: Infinite (nominal), 4.459 (sunlight)",GFXBench: 3.8fps (ES 3.1 onscreen),Photo / Video,Endurance rating 76h,Noise -93.4dB / Crosstalk -94.4dB,,,,,Up to 30 h (3G),,,
86,0,0,,"1, 3, 5, 7, 8, 20, 38, 40",Yes,,HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,LED flash,"2017, May","5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)",Android 7.0 (Nougat),"2 MP, f/2.8","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,0.74 W/kg (head)     1.25 W/kg (body),"Yes, with A-GPS",microUSB 2.0,Quad-core 1.3 GHz Cortex-A53,"Metallic Cherry, Pearl White, Fine Gold, Starry Black","Glass front, plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Motorola Moto C Plus,microSDXC (dedicated slot),"4.2, A2DP, LE, aptX",No,"Available. Released 2017, June",144 x 72.3 x 10 mm (5.67 x 2.85 x 0.39 in),Mediatek MT6737 (28 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Po 4000 mAh, removable",162 g (5.71 oz),Accelerometer,,"Wi-Fi 802.11 b/g/n, hotspot",Mali-T720MP2,"16GB 1GB RAM, 16GB 2GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 120 EUR,,eMMC 5.0,,,,,,,,,,,,,,,,
87,1,1,,"1, 3, 5, 7, 8, 20, 38, 40",Yes,,HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,LED flash,"2017, May","5.0 inches, 68.9 cm2 (~64.3% screen-to-body ratio)",Android 7.0 (Nougat),2 MP,"480 x 854 pixels, 16:9 ratio (~196 ppi density)",Yes,0.85 W/kg (head)     1.04 W/kg (body),"Yes, with A-GPS",microUSB 2.0,Quad-core 1.1 GHz Cortex-A53,"Metallic Cherry, Pearl White, Fine Gold, Starry Black","Glass front, plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Motorola Moto C,microSDHC (dedicated slot),"4.2, A2DP, LE, aptX",No,"Available. Released 2017, June",145.5 x 73.6 x 9 mm (5.73 x 2.90 x 0.35 in),Mediatek MT6737M (28 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Po 2350 mAh, removable",154 g (5.43 oz),Accelerometer,,"Wi-Fi 802.11 b/g/n, hotspot",Mali-T720MP2,"8GB 1GB RAM, 16GB 1GB RAM","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",About 100 EUR,,eMMC 5.0,,,,,,,,,,,,,,,,
88,2,2,0.30 W/kg (head)     1.24 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 25, 26, 38, 41, 66 - XT1687 (USA)",Yes,"XT1685, XT1687, XT1684, XT1686",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - XT1687 (USA),GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,"Dual-LED dual-tone flash, panorama","2017, February. Released 2017, April","5.2 inches, 74.5 cm2 (~67.1% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo)","5 MP, f/2.2","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)",Yes,0.09 W/kg (head)     1.18 W/kg (body),"Yes, with A-GPS, GLONASS","microUSB 2.0, USB On-The-Go",Octa-core 2.0 GHz Cortex-A53,"Lunar Grey, Fine Gold","Glass front (Gorilla Glass 3), aluminum back, plastic frame",FM radio,GSM / CDMA / HSPA / EVDO / LTE,Motorola Moto G5 Plus,microSDXC (dedicated slot),"4.2, A2DP, LE, EDR, aptX",Yes (market dependent),Discontinued,150.2 x 74 x 7.7 mm (5.91 x 2.91 x 0.30 in),Qualcomm MSM8953 Snapdragon 625 (14 nm),,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps","Li-Ion 3000 mAh, non-removable",155 g (5.47 oz),"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass (USA model only)","1080p@30fps, 480p@120fps","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Adreno 506,"32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 240 EUR,Fast charging 15W,,,Corning Gorilla Glass 3,,,"GeekBench: 4255 (v4.4)
GFXBench: 3.5fps (ES 3.1 onscreen)",,,,,,,,,,,
89,3,3,,"1, 3, 5, 7, 8, 19, 20, 28, 38, 40",Yes,"XT1672, XT1676",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,"LED flash, panorama","2017, February. Released 2017, March","5.0 inches, 68.9 cm2 (~65.4% screen-to-body ratio)","Android 7.0 (Nougat), upgradable to Android 8.1 (Oreo)","5 MP, f/2.2","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Yes,,"Yes, with A-GPS, GLONASS","microUSB 2.0, USB On-The-Go",Octa-core 1.4 GHz Cortex-A53,"Lunar Grey, Fine Gold, Sapphire Blue","Glass front, aluminum/plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Motorola Moto G5,microSDXC (dedicated slot),"4.2, A2DP, LE, EDR, aptX",No,Discontinued,144.3 x 73 x 9.5 mm (5.68 x 2.87 x 0.37 in),Qualcomm MSM8937 Snapdragon 430 (28 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Ion 2800 mAh, removable",145 g (5.11 oz),"Fingerprint (front-mounted), accelerometer, gyro, proximity",,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Adreno 505,"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 150 EUR,Charging 10W,,,Scratch-resistant glass,,,"GeekBench: 2580 (v4.4)
GFXBench: 2.5fps (ES 3.1 onscreen)",,,,,,,,,,,
90,4,4,,"1, 3, 5, 7, 8, 20, 38, 40, 41",Voice 64dB / Noise 72dB / Ring 72dB,"XT1663, XT1662",HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, panorama","2016, November. Released 2016, November","5.5 inches, 83.4 cm2 (~73.1% screen-to-body ratio)",Android 6.0.1 (Marshmallow),"8 MP, f/2.0, 1/4"", 24mm (wide), 1.12µm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Yes,0.33 W/kg (head),"Yes, with A-GPS, GLONASS, BDS","USB Type-C, USB On-The-Go","Octa-core 1.95 GHz Cortex-A53
Octa-core 2.2 GHz Cortex-A53 - India","Gold, Gray, Silver","Glass front, aluminum back, aluminum frame",FM radio,GSM / CDMA / HSPA / LTE,Motorola Moto M,microSDXC (uses shared SIM slot),"4.1, A2DP, LE, aptX",No,Discontinued,151.4 x 75.4 x 7.9 mm (5.96 x 2.97 x 0.31 in),"Mediatek Helio P10
Mediatek Helio P15 - India",,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","Li-Po 3050 mAh, non-removable",163 g (5.75 oz),"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Mali-T860MP2,"32GB 3GB RAM, 64GB 4GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 190 EUR,Charging 10W,,,,,"Contrast ratio: 1417 (nominal), 2.813 (sunlight)",GFXBench: 2.7fps (ES 3.1 onscreen),Photo / Video,Endurance rating 55h,Noise -90.5dB / Crosstalk -91.4dB,,,,,,,,
91,5,5,,"1, 3, 5, 7, 8, 20, 38, 40, 41",Yes,XT1706,HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,"LED flash, panorama, HDR","2016, September. Released 2016, September","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)",Android 6.0 (Marshmallow),5 MP,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,,"Yes, with A-GPS",microUSB 2.0,Quad-core 1.0 GHz Cortex-A53,"Black, White",,FM radio,GSM / HSPA / LTE,Motorola Moto E3 Power,microSDHC (dedicated slot),"4.0, LE, aptX",No,Discontinued,143.8 x 71.6 x 9.6 mm (5.66 x 2.82 x 0.38 in),Mediatek MT6735P (28 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Ion 3500 mAh, removable",153.5 g (5.43 oz),"Accelerometer, proximity",720p,"Wi-Fi 802.11 b/g/n, hotspot",Mali-T720MP2,16GB 2GB RAM,"Dual SIM (Micro-SIM, dual stand-by)",About 130 EUR,Charging 10W,,,To be confirmed,,,,,,,,,,,,,,
92,6,6,0.40 W/kg (head)     1.40 W/kg (body),"1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 28, 38, 40 - USA",Yes,"XT1635-02, XT1635-01",HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,LED flash,"2016, August. Released 2016, September","5.5 inches, 82.6 cm2 (~69.1% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","5 MP, f/2.2, 1/4"", 1.4µm","1080 x 1920 pixels, 16:9 ratio (~403 ppi density)",Yes,1.45 W/kg (head)     1.15 W/kg (body),"Yes, with A-GPS, GLONASS","USB Type-C, magnetic connector",Octa-core 2.0 GHz Cortex-A53,"Black/Silver/Black Slate, White/Fine Gold/Sugar White","Glass front (Gorilla Glass 3), glass back, aluminum frame",No,GSM / CDMA / HSPA / LTE,Motorola Moto Z Play,microSDXC (dedicated slot),"4.0, A2DP, LE, aptX",Yes,Discontinued,156.4 x 76.4 x 7 mm (6.16 x 3.01 x 0.28 in),Qualcomm MSM8953 Snapdragon 625 (14 nm),,"HSPA 42.2/5.76 Mbps, LTE","Li-Ion 3510 mAh, non-removable",165 g (5.82 oz),"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot",Adreno 506,32GB 3GB RAM,"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 220 EUR,Fast charging 15W,,,Corning Gorilla Glass 3,,"Contrast ratio: Infinite (nominal), 3.526 (sunlight)",GFXBench: 3.7fps (ES 3.1 onscreen),Photo / Video,Endurance rating 100h,Noise-93.0dB / Crosstalk -93.8dB,,,,,,,,
93,7,7,,"1, 3, 5, 7, 8, 20, 38, 40, 41",Yes,XT1700,HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900,,"LED flash, panorama, HDR","2016, July. Released 2016, September","5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)",Android 6.0 (Marshmallow),5 MP,"720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,,"Yes, with A-GPS, GLONASS","microUSB 2.0, USB On-The-Go",Quad-core 1.0 GHz Cortex-A53,"Black, White",,"FM radio, RDS",GSM / HSPA / LTE,Motorola Moto E3,microSDHC (dedicated slot),"4.0, LE, aptX",No,Discontinued,143.8 x 71.6 x 8.5 mm (5.66 x 2.82 x 0.33 in),Mediatek MT6735P (28 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Ion 2800 mAh, removable",140.6 g (4.97 oz),"Accelerometer, proximity",,"Wi-Fi 802.11 b/g/n, hotspot",Mali-T720MP2,8GB 1GB RAM,Micro-SIM,About 100 EUR,,,,"Corning Gorilla Glass 3, oleophobic coating",,,,,,,,,,,,,,
94,8,8,,"2, 3, 4, 5, 7, 13 - USA",Voice 69dB / Noise 68dB / Ring 77dB,,"HSDPA 850 / 900 / 1900 / 2100 - EMEA, USA","GSM 850 / 900 / 1800 / 1900 - EMEA, USA",,LED flash,"2016, June. Released 2016, September","5.5 inches, 83.1 cm2 (~70.3% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","5 MP, f/2.2, 1/4"", 1.4µm","1440 x 2560 pixels, 16:9 ratio (~535 ppi density)",No,,"Yes, with A-GPS, GLONASS","USB Type-C, USB On-The-Go; magnetic connector",Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo),"Black/Gray, Black/Rose Gold, Black/Gold, White",,No,GSM / CDMA / HSPA / EVDO / LTE,Motorola Moto Z Force,microSDXC (dedicated slot),"4.1, A2DP, EDR, LE, aptX",Yes,Discontinued,155.9 x 75.8 x 7 mm (6.14 x 2.98 x 0.28 in),Qualcomm MSM8996 Snapdragon 820 (14 nm),,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps","Li-Ion 3500 mAh, non-removable",163 g (5.75 oz),"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Adreno 530,"32GB 4GB RAM, 64GB 4GB RAM",Nano-SIM,About 270 EUR,Fast charging 15W,,,Shatterproof,,,Basemark OS II 2.0: 5395Basemark X: 36405,,Endurance rating 88h,Noise -94dB / Crosstalk -94.9dB,,,,,,,,
95,9,9,0.30 W/kg (head)     1.72 W/kg (body),"1, 2, 3, 4, 5, 7, 13 - USA",Voice 64dB / Noise 66dB / Ring 81dB,"XT1650, XT1650-05",HSDPA 850 / 900 / 1900 / 2100 - USA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,LED flash,"2016, June. Released 2016, September","5.5 inches, 83.1 cm2 (~72.0% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","5 MP, f/2.2, 1/4"", 1.4µm","1440 x 2560 pixels, 16:9 ratio (~535 ppi density)",No,0.91 W/kg (head)     1.14 W/kg (body),"Yes, with A-GPS, GLONASS","USB Type-C, USB On-The-Go; magnetic connector","Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo) - USA
Quad-core (2x1.8 GHz Kryo & 2x1.6 GHz Kryo) - Global","Black/Gray, Black/Rose Gold, Black/Gold, White","Glass front (Gorilla Glass 4), aluminum back, aluminum frame",FM radio,GSM / CDMA / HSPA / EVDO / LTE,Motorola Moto Z,microSDXC (dedicated slot),"4.1, A2DP, LE, aptX",Yes,Discontinued,153.3 x 75.3 x 5.2 mm (6.04 x 2.96 x 0.20 in),Qualcomm MSM8996 Snapdragon 820 (14 nm),,"HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps, EV-DO Rev.A 3.1 Mbps - USA
HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps - Global","Li-Ion 2600 mAh, non-removable",136 g (4.80 oz),"Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",1080p@30fps,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",Adreno 530,"32GB 4GB RAM, 64GB 4GB RAM","Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)",About 220 EUR,Fast charging 15W,,,Corning Gorilla Glass 4,,,Basemark OS II 2.0: 5566Basemark X: 36322,Photo / Video,Endurance rating 53h,Noise -93.6dB / Crosstalk -93.6dB,,,,,,,,
96,10,10,,"1, 3, 5, 7, 8, 19, 20, 28, 40 - XT1644 (Europe)",Voice 64dB / Noise 70dB / Ring 73dB,XT1644,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - XT1644 (USA), XT1644 (India)",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,Auto-HDR,"2016, May. Released 2016, May","5.5 inches, 83.4 cm2 (~71.2% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to Android 8.0 (Oreo)","5 MP, f/2.2","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Yes,1.09 W/kg (head)     1.48 W/kg (body),"Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),"Black, White","Glass front (Gorilla Glass 3), plastic back, plastic frame",FM radio,GSM / HSPA / LTE,Motorola Moto G4 Plus,microSDXC (dedicated slot) - single & dual SIM models,"4.1, A2DP, LE, aptX",No,Discontinued,153 x 76.6 x 9.8 mm (6.02 x 3.02 x 0.39 in),Qualcomm MSM8952 Snapdragon 617 (28 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Ion 3000 mAh, non-removable",155 g (5.47 oz),"Fingerprint (front-mounted), accelerometer, gyro, proximity",,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot",Adreno 405,"16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",About 160 EUR,Fast charging 15W,,,Corning Gorilla Glass 3,,"Contrast ratio: 1435 (nominal), 2.582 (sunlight)",Basemark OS II 2.0: 799Basemark X: 6380,Photo / Video,Endurance rating 70h,,,,,,,,,
97,11,11,0.59 W/kg (head)     1.83 W/kg (body),"1, 3, 5, 7, 8, 19, 20, 28, 40 - XT1622",Voice 64dB / Noise 70dB / Ring 72dB,"XT1625, XT1622, XT1624",HSDPA 850 / 900 / 1900 / 2100 - XT1622,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,Auto-HDR,"2016, May. Released 2016, May","5.5 inches, 83.4 cm2 (~71.2% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)","5 MP, f/2.2","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Yes,1.23 W/kg (head)     1.10 W/kg (body),"Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53),"Black, White","Glass front (Gorilla Glass 3), plastic back, plastic frame",FM radio,GSM / CDMA / HSPA / LTE,Motorola Moto G4,microSDXC (dedicated slot),"4.1, A2DP, LE, aptX",No,Discontinued,153 x 76.6 x 9.8 mm (6.02 x 3.02 x 0.39 in),Qualcomm MSM8952 Snapdragon 617 (28 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Ion 3000 mAh, non-removable",155 g (5.47 oz),"Accelerometer, gyro",,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Adreno 405,"16GB 2GB RAM, 32GB 2GB RAM","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",About 130 EUR,Fast charging 15W,,,Corning Gorilla Glass 3,,"Contrast ratio: 1560 (nominal), 2.544 (sunlight)",Basemark X: 6932,Photo / Video,Endurance rating 73h,Noise -92.4dB / Crosstalk -92.1dB,,,,,,,,
98,12,12,,"1, 3, 5, 7, 8, 20, 40",Yes,"XT1609, XT1604, XT1602, XT1607, XT1603",HSDPA 850 / 900 / 1900 / 2100,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),,"LED flash, panorama, HDR","2016, May. Released 2016, August","5.0 inches, 68.9 cm2 (~66.3% screen-to-body ratio)","Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)","5 MP, f/2.2","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, BDS","microUSB 2.0, USB On-The-Go",Quad-core 1.2 GHz Cortex-A53,"Black, White",,FM radio,GSM / HSPA / LTE,Motorola Moto G4 Play,microSDXC (dedicated slot),"4.1, A2DP, LE, aptX",Yes (optional),Discontinued,144.4 x 72 x 9.9 mm (5.69 x 2.83 x 0.39 in),Qualcomm MSM8916 Snapdragon 410 (28 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Po 2800 mAh, removable",137 g (4.83 oz),"Accelerometer, proximity",,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",Adreno 306,"8GB 1GB RAM, 16GB 2GB RAM","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",About 130 EUR,,eMMC 4.5,,,,,,,,,,,,,,,,
99,13,13,,"4, 7, 28 - XT1556",Yes,"XT1556, XT1557",HSDPA 850 / 900 / 1700 / 1900 / 2100 - XT1556,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,Auto-HDR,"2015, November. Released 2015, November","5.0 inches, 68.9 cm2 (~67.0% screen-to-body ratio)","Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow)","5 MP, f/2.2","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Yes,,"Yes, with A-GPS, GLONASS","microUSB 2.0, USB On-The-Go",Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),"Black, White",,FM radio,GSM / HSPA / LTE,Motorola Moto G Turbo,microSDHC (dedicated slot),"4.0, A2DP, LE, aptX",No,Discontinued,142.1 x 72.4 x 11.6 mm (5.59 x 2.85 x 0.46 in),Qualcomm MSM8939 Snapdragon 615 (28 nm),,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps","Li-Ion 2470 mAh, non-removable",155 g (5.47 oz),"Accelerometer, proximity",,"Wi-Fi 802.11 b/g/n, hotspot",Adreno 405,16GB 2GB RAM,"Dual SIM (Micro-SIM, dual stand-by)",About 280 EUR,Fast charging 15W,eMMC 4.5,,Corning Gorilla Glass 3,,,,,,,,,,,,,,
0,0,0,,"1, 3, 5, 8, 34, 38, 39, 40, 41",Yes,MLD-AL10,HSDPA 850 / 900 / 2100,GSM 900 / 1800 / 1900 - SIM 1 & SIM 2,,"LED flash, HDR, panorama","2021, October 28","6.3 inches, 95.8 cm2 (~81.3% screen-to-body ratio)","HarmonyOS 2.0 (China), EMUI 10.1 (International), no Google Play Services","8 MP, f/2.0","720 x 1600 pixels, 20:9 ratio (~278 ppi density)",Yes,,"Yes, with A-GPS, GLONASS, GALILEO, BDS","microUSB 2.0, USB On-The-Go","Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53) - 128GB 6GB RAM only","Black, Green, Violet",,Unspecified,GSM / HSPA / LTE,Huawei Enjoy 20e,microSD,"5.0, A2DP, LE",No,"Coming soon. Exp. release 2021, November 11",159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in),"Mediatek MT6765 Helio P35 (12nm)
Kirin 710A (14 nm) - 128GB 6GB RAM only",,"HSPA 42.2/5.76 Mbps, LTE","Li-Po 5000 mAh, non-removable",185 g (6.53 oz),"Fingerprint (rear-mounted), accelerometer, proximity",1080p@30fps,"Wi-Fi 802.11 b/g/n, hotspot","PowerVR GE8320
Mali-G51 MP4 - 128GB 6GB RAM only","64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","Hybrid Dual SIM (Nano-SIM, dual stand-by)",About 130 EUR,"Charging 10W
Reverse charging 6W",,,,"13 MP, f/1.8, 27mm (wide), PDAF
2 MP, f/2.4, (depth)",,,,,,,,,,,,,
